序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1631,600410,华胜天成,2025-01-24,买一主买，成功率41.43%,8.81,9.9875,117840067.5,600116687.92,482276620.42,1082393308.34,6632363689.0,1.776743149587,16.319872659203,27.1911,9660118157.23,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2.15664018,4.99432463,13.84790011,11.23723042
1632,600410,华胜天成,2025-01-23,西藏自治区资金买入，成功率33.47%,8.01,0.8816,-39396649.62,205749062.74,245145712.36,450894775.1,2807154649.0,-1.403437093643,16.062341818632,30.9507,8782922410.83,有价格涨跌幅限制的日换手率达到20%的前五只证券,9.98751561,12.35955056,19.60049938,18.72659176
1633,600410,华胜天成,2025-01-14,买一主买，成功率46.20%,7.43,10.0741,37367480.7,171148023.0,133780542.3,304928565.3,1071206285.0,3.488355251762,28.465905173437,13.6169,8146955494.69,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,3.23014805,4.44145357,-2.82637954,24.49528937
1634,600421,华嵘控股,2025-02-20,普通席位卖出，成功率34.21%,7.77,-9.1228,-5065622.0,10142080.0,15207702.0,25349782.0,206576054.0,-2.45218257485,12.271403925646,13.1674,1519812000.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-1.93050193,-6.69240669,,
1635,600421,华嵘控股,2025-02-19,普通席位买入，成功率23.82%,8.55,2.1505,-581167.0,18253777.0,18834944.0,37088721.0,298225670.0,-0.194874907985,12.436461623173,18.3606,1672380000.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-9.12280702,-10.87719298,-16.14035088,
1636,600421,华嵘控股,2025-02-17,上海资金买入，成功率38.59%,7.61,9.9711,-12127030.52,21948582.0,34075612.52,56024194.52,193866457.0,-6.255352631735,28.898343419976,10.4306,1488516000.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.9868594,12.3521682,-4.73061761,
1637,600421,华嵘控股,2025-02-05,普通席位买入，成功率31.05%,5.78,10.0952,7258183.0,13028120.0,5769937.0,18798057.0,39273052.0,18.481331677508,47.865027143803,3.6124,1130568000.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2.42214533,8.30449827,10.38062284,47.92387543
1638,600423,柳化股份,2025-01-22,普通席位卖出，成功率41.65%,3.12,-10.0865,-802337.109999999,20486812.29,21289149.4,41775961.69,316333960.0,-0.253636097117,13.206284171956,12.4569,2491928481.12,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-2.88461538,-1.92307692,-0.32051282,1.6025641
1639,600423,柳化股份,2025-01-22,卖一主卖，成功率34.84%,3.12,-10.0865,-99089463.26,74999526.29,174088989.55,249088515.84,1429424009.0,-6.932125292153,17.425796283795,12.4569,2491928481.12,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,-2.88461538,-1.92307692,-0.32051282,1.6025641
1640,600423,柳化股份,2025-01-20,卖一主卖，成功率35.46%,3.85,-10.0467,-133250392.67,39768958.88,173019351.55,212788310.43,702738284.0,-18.961595761019,30.279880187942,21.8556,3074975850.1,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-9.87012987,-18.96103896,-21.55844156,-17.92207792
1641,600423,柳化股份,2025-01-20,卖一主卖，成功率35.46%,3.85,-10.0467,-133250392.67,39768958.88,173019351.55,212788310.43,702738284.0,-18.961595761019,30.279880187942,21.8556,3074975850.1,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-9.87012987,-18.96103896,-21.55844156,-17.92207792
1642,600423,柳化股份,2025-01-17,买一主买，成功率33.41%,4.28,10.0257,115747780.73,158080223.5,42332442.77,200412666.27,564175247.0,20.516281305408,35.523122883482,18.6139,3418414711.28,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-10.04672897,-18.92523364,-28.5046729,-25.46728972
1643,600423,柳化股份,2025-01-17,买一主买，成功率33.41%,4.28,10.0257,115747780.73,158080223.5,42332442.77,200412666.27,564175247.0,20.516281305408,35.523122883482,18.6139,3418414711.28,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-10.04672897,-18.92523364,-28.5046729,-25.46728972
1644,600423,柳化股份,2025-01-16,普通席位买入，成功率38.51%,3.89,4.2895,-28166249.58,70201707.92,98367957.5,168569665.42,840268924.0,-3.352051798598,20.061394704156,26.221,3106923651.14,有价格涨跌幅限制的日换手率达到20%的前五只证券,10.02570694,-1.02827763,-22.10796915,-20.5655527
1645,600423,柳化股份,2025-01-15,普通席位买入，成功率43.39%,3.73,10.0295,-35643446.22,100737796.36,136381242.58,237119038.94,567250873.0,-6.283541888881,41.801440989585,17.4712,2979132446.98,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,4.28954424,14.74530831,-16.3538874,-16.62198391
1646,600446,金证股份,2025-01-23,普通席位卖出，成功率33.68%,15.8,-9.9715,-75662761.91,118596391.0,194259152.91,312855543.91,792348531.0,-9.54917677635,39.484586854115,5.2944,14951145079.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-7.84810127,-8.5443038,1.4556962,8.10126582
1647,600462,*ST九有,2025-01-02,浙江资金卖出，成功率31.94%,1.48,-1.9868,-88588.0,7772881.0,7861469.0,15634350.0,79733414.0,-0.111105238765,19.608278657176,4.5375,888688200.0,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,1.35135135,-3.37837838,0.67567568,-2.7027027
1648,600477,杭萧钢构,2025-02-11,上海资金买入，成功率40.67%,2.92,10.1887,30530238.71,61201835.24,30671596.53,91873431.77,272167161.0,11.217458637488,33.756251647861,4.1336,6917381158.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,3.08219178,-3.08219178,-7.19178082,0.0
1649,600481,双良节能,2025-01-15,1家机构买入，成功率43.07%,5.6,6.6667,-5372116.0,129910686.5,135282802.5,265193489.0,847510898.0,-0.63386984317,31.290864769505,8.2867,10493095816.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,0.0,-3.21428571,-3.39285714,1.42857143
1650,600490,鹏欣资源,2025-01-16,买一主买，成功率44.30%,3.37,10.1307,27012092.0,65182344.0,38170252.0,103352596.0,270779206.0,9.975689196755,38.168586697163,4.1955,6715134070.82,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,0.0,-1.78041543,-6.23145401,2.67062315
1651,600498,烽火通信,2025-02-19,普通席位买入，成功率44.55%,27.93,10.0039,259140251.85,490021655.3,230881403.45,720903058.75,2683572544.0,9.656539840124,26.863557698927,8.7371,32582574093.3,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-1.57536699,2.61367705,-7.76942356,
1652,600503,华丽家族,2025-02-13,买一主买，成功率41.93%,2.92,10.1887,38389488.38,79432904.38,41043416.0,120476320.38,335973740.0,11.426335992807,35.858850272048,7.4967,4678686800.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,0.34246575,3.76712329,0.34246575,
1653,600505,西昌电力,2025-01-02,卖一主卖，成功率48.80%,10.89,-10.0,-29375695.15,25378509.29,54754204.44,80132713.73,286626494.0,-10.248771751714,27.957190073992,7.0735,3970140075.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-9.73370064,-12.30486685,-11.57024793,-9.45821855
1654,600507,方大特钢,2025-01-13,普通席位买入，成功率42.45%,4.14,10.1064,-3083166.0,25580716.0,28663882.0,54244598.0,217001875.0,-1.420801548374,24.99729460863,2.2882,9576597864.6,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2.89855072,2.65700483,1.69082126,0.0
1655,600516,方大炭素,2025-02-12,普通席位买入，成功率36.00%,5.13,10.0858,19542113.05,72306463.49,52764350.44,125070813.93,612853818.0,3.188707074352,20.407935833403,3.0526,20653227987.84,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2.92397661,2.14424951,-0.7797271,0.58479532
1656,600530,交大昂立,2025-01-08,西藏自治区资金卖出，成功率34.49%,4.52,-4.4397,5545944.07,56615223.0,51069278.93,107684501.93,827905359.0,0.669876575832,13.006861322902,11.2992,3502638400.0,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,-4.42477876,5.08849558,6.19469027,0.22123894
1657,600530,交大昂立,2025-01-07,普通席位卖出，成功率46.70%,4.73,-10.076,-1040127.0,4309976.0,5350103.0,9660079.0,45136025.0,-2.304427560912,21.402148283993,1.2314,3665371600.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-4.4397463,-8.66807611,2.1141649,-3.17124736
1658,600530,交大昂立,2025-01-03,普通席位买入，成功率47.46%,5.84,9.9812,-52374840.26,44991368.74,97366209.0,142357577.74,694592296.0,-7.540371605273,20.495127653993,15.7471,4525532800.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-9.93150685,-19.00684932,-18.66438356,-16.43835616
1659,600530,交大昂立,2025-01-03,普通席位买入，成功率46.17%,5.84,9.9812,2893003.75,102503342.75,99610339.0,202113681.75,808736601.0,0.357718909522,24.991286594435,15.7471,4525532800.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-9.93150685,-19.00684932,-18.66438356,-16.43835616
1660,600539,狮头股份,2025-02-17,买一主买，成功率37.85%,9.46,0.5313,-13102040.0,33362003.0,46464043.0,79826046.0,256055745.0,-5.116870156536,31.175260683958,11.7737,2175800000.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-1.58562368,4.65116279,,
1661,600539,狮头股份,2025-02-14,普通席位买入，成功率37.41%,9.41,10.0585,10340268.0,28339619.0,17999351.0,46338970.0,95932236.0,10.778720929636,48.303856901657,4.5617,2164300000.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,0.53134963,-1.06269926,14.98405951,
1662,600539,狮头股份,2025-01-22,普通席位卖出，成功率29.39%,7.07,-9.9363,-27079193.92,59389534.52,86468728.44,145858262.96,823706165.0,-3.287482244351,17.707559947667,15.2452,1626100000.0,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,-3.81895332,1.13154173,11.31541726,20.93352192
1663,600539,狮头股份,2025-01-20,卖一主卖，成功率43.80%,8.72,-10.0103,-25894746.05,47797804.47,73692550.52,121490354.99,502734775.0,-5.150776778869,24.16589443012,24.1129,2005600000.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,-9.97706422,-18.92201835,-13.0733945,-1.72018349
1664,600539,狮头股份,2025-01-20,卖一主卖，成功率43.80%,8.72,-10.0103,-25894746.05,47797804.47,73692550.52,121490354.99,502734775.0,-5.150776778869,24.16589443012,24.1129,2005600000.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-9.97706422,-18.92201835,-13.0733945,-1.72018349
1665,600539,狮头股份,2025-01-16,买一主买，成功率40.64%,8.81,9.9875,25917637.0,60541851.0,34624214.0,95166065.0,177037500.0,14.639631151592,53.754749699922,7.3185,2026300000.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.98864926,-1.0215664,-22.81498297,-7.49148695
1666,600545,卓郎智能,2025-01-16,普通席位买入，成功率44.92%,2.89,9.8859,55800639.0,126915119.0,71114480.0,198029599.0,1101822282.0,5.064395584623,17.972916525208,9.3024,5167066321.58,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-4.84429066,-6.2283737,-5.53633218,-6.2283737
1667,600545,卓郎智能,2025-01-14,普通席位买入，成功率48.87%,2.5,10.1322,36833965.0,50407612.0,13573647.0,63981259.0,191899379.0,19.19441594441,33.341045361069,4.3461,4469780555.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,5.2,15.6,4.0,2.4
1668,600556,天下秀,2025-01-22,普通席位卖出，成功率32.95%,5.16,-4.9724,-362585915.1,307675368.0,670261283.1,977936651.1,5043250288.0,-7.189528466647,19.390999757179,10.7285,9327977832.72,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,0.58139535,2.51937984,6.97674419,18.21705426
1669,600556,天下秀,2025-01-17,普通席位买入，成功率38.32%,6.7,5.6782,176521323.05,576669091.53,400147768.48,976816860.01,3762451865.0,4.691656647945,25.96224204479,31.226,12111909201.4,有价格涨跌幅限制的日换手率达到20%的前五只证券,-10.0,-18.95522388,-21.04477612,-14.32835821
1670,600556,天下秀,2025-01-16,买一主买，成功率39.27%,6.34,10.0694,-94411928.6,301845179.0,396257107.6,698102286.6,1303145104.0,-7.244928313064,53.570572030481,11.3865,11461120050.28,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,5.67823344,-4.88958991,-18.13880126,-11.04100946
1671,600556,天下秀,2025-01-16,买一主买，成功率39.27%,6.34,10.0694,-94498328.6,301845179.0,396343507.6,698188686.6,1370442064.0,-6.895463229156,50.946238804299,11.3865,11461120050.28,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,5.67823344,-4.88958991,-18.13880126,-11.04100946
1672,600556,天下秀,2025-01-14,买一主买，成功率49.71%,5.24,10.084,53834636.0,78368396.0,24533760.0,102902156.0,163873250.0,32.851387276447,62.793748216991,1.7349,9472597644.08,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,9.92366412,20.99236641,3.6259542,1.90839695
1673,600558,大西洋,2025-01-21,普通席位买入，成功率68.70%,4.49,10.049,13656335.0,23303549.0,9647214.0,32950763.0,56426894.0,24.201819437377,58.395493113621,1.4001,4030245691.19,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-2.44988864,-5.12249443,-4.00890869,-0.8908686
1674,600575,淮河能源,2025-01-02,1家机构卖出，成功率31.93%,3.57,-10.0756,-36591548.76,41392326.0,77983874.76,119376200.76,652227229.0,-5.610245499272,18.302854504101,4.6542,13873952002.05,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,3.08123249,-4.20168067,-7.56302521,-8.96358543
1675,600579,中化装备,2025-01-24,普通席位卖出，成功率32.88%,9.27,-10.0,-4347248.0,32211105.0,36558353.0,68769458.0,445270437.0,-0.976316332449,15.44442484512,9.5919,4585983567.93,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-9.16936354,-10.89536138,-0.21574973,-1.29449838
1676,600579,中化装备,2025-01-23,普通席位买入，成功率34.03%,10.3,1.0795,12506624.79,61807153.79,49300529.0,111107682.79,1002749143.0,1.247233655327,11.080306930763,18.7612,5095537297.7,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-10.0,-18.25242718,-18.34951456,-13.98058252
1677,600579,中化装备,2025-01-22,买一主买，成功率43.49%,10.19,10.0432,-40360675.43,91649463.0,132010138.43,223659601.43,1095005556.0,-3.68588772987,20.425430739093,18.1445,5041118938.21,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.0794897,-9.02845927,-16.87929342,-8.93032385
1678,600579,中化装备,2025-01-22,普通席位买入，成功率41.51%,10.19,10.0432,-74206815.43,47164004.0,121370819.43,168534823.43,871752110.0,-8.512375775035,19.332883912377,18.1445,5041118938.21,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,1.0794897,-9.02845927,-16.87929342,-8.93032385
1679,600579,中化装备,2025-01-10,普通席位卖出，成功率37.02%,8.54,-10.0105,-10306562.46,35607470.54,45914033.0,81521503.54,451442274.0,-2.283029980484,18.058012781497,10.2283,4224843545.86,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-7.61124122,1.63934426,-2.92740047,8.54800937
1680,600579,中化装备,2025-01-07,普通席位卖出，成功率20.90%,9.78,-10.0276,7493026.33,54818684.0,47325657.67,102144341.67,705131365.0,1.062642608445,14.485859903566,14.4677,4838286871.02,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-4.39672802,-2.96523517,-11.24744376,-5.31697342
1681,600579,中化装备,2025-01-07,西藏自治区资金卖出，成功率31.24%,9.78,-10.0276,11090556.8,131297894.0,120207337.2,251505231.2,1979637016.0,0.560231835956,12.704613480515,14.4677,4838286871.02,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,-4.39672802,-2.96523517,-11.24744376,-5.31697342
1682,600579,中化装备,2025-01-02,普通席位买入，成功率42.08%,13.42,10.0,-3400696.13,202326643.77,205727339.9,408053983.67,2583976474.0,-0.131607085599,15.791706610948,23.4672,6639039857.78,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-9.98509687,-19.00149031,-29.28464978,-36.51266766
1683,600580,卧龙电驱,2025-02-13,1家机构卖出，成功率34.98%,25.38,-9.2924,-232648793.54,441345820.34,673994613.88,1115340434.22,7245091990.0,-3.211122700183,15.394427507055,21.0413,33060562247.88,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-2.28526399,4.29472025,9.92907801,
1684,600580,卧龙电驱,2025-02-07,买一主买，成功率41.39%,26.54,9.9876,322114371.96,1419921388.93,1097807016.97,2517728405.9,16442817585.0,1.958997418142,15.312025404921,15.1982,34571604494.04,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2.14770158,2.52449133,-6.55614167,6.14167295
1685,600588,用友网络,2025-02-14,1家机构买入，成功率41.11%,18.3,5.1724,40844297.46,1326942013.31,1286097715.85,2613039729.16,14228653915.0,0.287056651346,18.364630588178,9.3581,62531052584.7,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-4.20765027,-6.55737705,-3.93442623,
1686,600588,用友网络,2025-02-05,买一主买，成功率36.54%,12.0,9.9908,159348853.19,527610764.21,368261911.02,895872675.23,2838258015.0,5.614318795115,31.564173182825,2.4663,41003968908.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3.75,14.16666667,31.83333333,43.75
1687,600589,大位科技,2025-02-26,买一主买，成功率36.67%,6.34,10.0694,21446318.0,61801052.0,40354734.0,102155786.0,78412486.0,27.35064158022,130.279999029746,0.8365,9373499102.6,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
1688,600589,大位科技,2025-02-26,普通席位买入，成功率47.40%,6.34,10.0694,32290866.0,92891130.0,60600264.0,153491394.0,197245952.0,16.370863722466,77.817259337216,0.8365,9373499102.6,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
1689,600589,大位科技,2025-02-24,上海资金买入，成功率40.48%,5.24,10.084,-18769838.0,94710516.0,113480354.0,208190870.0,696980652.0,-2.693021383899,29.870394451064,1.8062,7747182223.6,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.92366412,20.99236641,,
1690,600589,大位科技,2025-02-24,买一主买，成功率44.29%,5.24,10.084,-35225900.0,35758808.0,70984708.0,106743516.0,139930967.0,-25.173770149105,76.282983165549,1.8062,7747182223.6,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,9.92366412,20.99236641,,
1691,600589,大位科技,2025-02-10,普通席位买入，成功率44.90%,4.47,10.0985,-209122130.16,152978692.84,362100823.0,515079515.84,1044404003.0,-20.023106916414,49.318033477511,16.0486,6608760408.3,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-2.01342282,-1.78970917,3.13199105,17.22595078
1692,600590,泰豪科技,2025-02-25,1家机构卖出，成功率41.17%,8.98,-2.3913,12526187.27,308281885.35,295755698.08,604037583.43,2477186379.0,0.505661882214,24.384018439252,31.9376,7575254316.54,有价格涨跌幅限制的日换手率达到20%的前五只证券,10.02227171,,,
1693,600590,泰豪科技,2025-02-25,1家机构卖出，成功率41.17%,8.98,-2.3913,12526187.27,308281885.35,295755698.08,604037583.43,2477186379.0,0.505661882214,24.384018439252,31.9376,7575254316.54,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,10.02227171,,,
1694,600590,泰豪科技,2025-02-24,普通席位买入，成功率39.22%,9.2,10.0478,45978840.0,72645960.0,26667120.0,99313080.0,127098837.0,36.175657531784,78.138464791775,1.6377,7760839611.6,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-2.39130435,7.39130435,,
1695,600590,泰豪科技,2025-02-21,普通席位买入，成功率39.74%,8.36,10.0,38242309.2,130125984.2,91883675.0,222009659.2,1197844283.0,3.192594374974,18.534100162333,8.1167,7052241212.28,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.04784689,7.41626794,,
1696,600590,泰豪科技,2025-02-19,1家机构买入，成功率37.42%,6.91,10.0318,126919739.02,234420783.42,107501044.4,341921827.82,1961771758.0,6.469648597113,17.429235915221,15.7753,5829065403.93,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.98552822,20.98408104,42.98118669,
1697,600590,泰豪科技,2025-02-17,上海资金买入，成功率41.71%,6.14,10.0358,49579065.0,77362928.0,27783863.0,105146791.0,282623747.0,17.542427176157,37.203806161412,5.5033,5179516871.22,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2.28013029,12.54071661,49.83713355,
1698,600590,泰豪科技,2025-01-07,普通席位买入，成功率47.93%,4.92,10.0671,10737866.54,23240212.0,12502345.46,35742557.46,105692427.0,10.159542026601,33.817519830442,2.6277,4150362053.16,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2.84552846,2.23577236,-0.20325203,-1.42276423
1699,600590,泰豪科技,2025-01-02,卖一主卖，成功率36.75%,4.97,-8.3026,-41528443.85,114415769.8,155944213.65,270359983.45,1812629235.0,-2.291061130877,14.91534938473,7.4638,4192540529.31,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,-6.84104628,-10.06036217,1.20724346,-0.20120724
1700,600595,中孚实业,2025-02-06,2家机构买入，成功率41.21%,3.38,10.0977,23367084.5,124053035.3,100685950.8,224738986.1,587448398.0,3.977725461429,38.256804659803,4.3515,13546719285.32,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,5.62130178,6.50887574,7.10059172,4.73372781
1701,600601,方正科技,2025-02-14,普通席位卖出，成功率42.65%,4.88,-8.0979,58399507.32,127240064.2,68840556.88,196080621.08,1787175632.0,3.267698276226,10.971536180838,8.6693,20351031240.56,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,5.12295082,1.63934426,6.35245902,
1702,600601,方正科技,2025-01-10,买一主买，成功率46.00%,5.24,10.084,323517937.28,678411008.91,354893071.63,1033304080.54,4565102848.0,7.086761197981,22.634847777695,17.9506,21852336823.88,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-7.82442748,1.33587786,6.87022901,1.52671756
1703,600601,方正科技,2025-01-10,买一主买，成功率45.81%,5.24,10.084,217503763.76,560939991.39,343436227.63,904376219.02,3902938313.0,5.572820944557,23.171675965456,17.9506,21852336823.88,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-7.82442748,1.33587786,6.87022901,1.52671756
1704,600602,云赛智联,2025-02-25,1家机构买入，成功率47.91%,28.8,7.8248,256568764.66,740603630.27,484034865.61,1224638495.88,8861189893.0,2.895421131452,13.820248868015,29.2251,31184597079.81,有价格涨跌幅限制的日换手率达到20%的前五只证券,-4.47916667,,,
1705,600602,云赛智联,2025-02-24,1家机构买入，成功率41.42%,26.71,10.0082,281708582.54,502656113.83,220947531.29,723603645.12,5226459151.0,5.390046576488,13.845007187735,1.3296,28953092242.565,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,7.82478472,2.99513291,,
1706,600602,云赛智联,2025-02-17,1家机构买入，成功率38.28%,21.12,10.0,187742864.43,735576527.32,547833662.89,1283410190.21,7727471368.0,2.429551084556,16.608410812426,17.14,22915761147.78,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.9905303,8.94886364,26.46780303,
1707,600602,云赛智联,2025-01-02,普通席位买入，成功率38.55%,16.39,3.603,4011346.98,132543078.33,128531731.35,261074809.68,2195881747.0,0.182675910735,11.889292765272,12.6284,17803797476.72,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-10.00610128,-18.97498475,-20.74435631,-19.7071385
1708,600608,ST沪科,2025-02-20,浙江资金买入，成功率50.19%,3.32,5.0633,1994448.61,5921711.75,3927263.14,9848974.89,22000908.0,9.06530135029,44.766220057827,0.3921,1056993184.12,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,2.40963855,-2.71084337,,
1709,600608,ST沪科,2025-02-06,浙江资金卖出，成功率16.67%,2.85,-2.0619,-406734.44,7806309.0,8213043.44,16019352.44,32802916.0,-1.239933791252,48.835147582611,2.6548,907358606.85,ST、*ST证券连续三个交易日内收盘价格跌幅偏离值累计达到12%的证券,-0.70175439,0.35087719,1.40350877,16.49122807
1710,600609,金杯汽车,2025-01-03,2家机构卖出，成功率39.49%,6.35,-10.0567,-10635569.46,68384100.54,79019670.0,147403770.54,447963736.0,-2.37420322345,32.90529091846,5.1851,8326123543.3,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,0.94488189,2.20472441,-3.62204724,2.83464567
1711,600618,氯碱化工,2025-01-06,普通席位买入，成功率43.82%,11.98,10.0092,37886498.05,138985936.98,101099438.93,240085375.91,1264528529.0,2.996096741286,18.986157322988,9.9495,9234336992.48,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-1.83639399,-4.1736227,-3.17195326,-7.0951586
1712,600622,光大嘉宝,2025-01-22,普通席位卖出，成功率37.96%,2.94,-10.0917,-11095398.2,24666347.89,35761746.09,60428093.98,334618738.0,-3.315832898754,18.05878963658,7.4062,4409075081.88,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,9.86394558,4.42176871,5.44217687,20.06802721
1713,600622,光大嘉宝,2025-01-17,普通席位买入，成功率57.58%,3.39,10.0649,-16119335.8,56709379.2,72828715.0,129538094.2,406463395.0,-3.965753373683,31.869559668467,8.2192,5083933512.78,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-4.71976401,-3.53982301,-9.43952802,-1.47492625
1714,600633,浙数文化,2025-02-26,1家机构卖出，成功率44.15%,15.34,-1.2234,-116810579.64,416217176.12,533027755.76,949244931.88,7969919427.0,-1.465643168791,11.910345400284,10.214,19452262400.48,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,,,,
1715,600633,浙数文化,2025-02-25,2家机构卖出，成功率59.53%,15.53,-10.0232,-33324381.38,156868745.75,190193127.13,347061872.88,2864601827.0,-1.163316348747,12.115536253898,14.4003,19693196550.16,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-1.22343851,,,
1716,600633,浙数文化,2025-02-24,普通席位卖出，成功率62.99%,17.26,-10.0104,-204662675.86,161496183.0,366158858.86,527655041.86,3107889665.0,-6.585261959742,16.97792067081,14.0744,21886965386.72,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-10.02317497,-11.1239861,,
