序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
800,600165,*ST宁科,2025-01-02,西藏自治区资金买入，成功率32.12%,2.51,3.2922,-4245306.5,16680929.5,20926236.0,37607165.5,210322559.0,-2.018474157116,17.880709363183,11.1358,1719058275.25,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,-5.17928287,-9.96015936,-8.76494024,1.19521912
801,600172,黄河旋风,2025-01-02,普通席位买入，成功率44.04%,4.44,6.7308,16835575.28,117118124.0,100282548.72,217400672.72,964054444.0,1.746330343144,22.550663406309,18.0857,5666575530.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-2.47747748,-2.7027027,6.98198198,-1.35135135
802,600173,卧龙地产,2025-01-06,浙江资金买入，成功率33.36%,4.15,10.0796,11790191.5,15884996.5,4094805.0,19979801.5,15884997.0,74.222182730031,125.77781097472,0.5465,2906727412.6,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,5.06024096,4.81927711,-4.3373494,0.96385542
803,600183,生益科技,2025-01-17,4家机构买入，成功率42.50%,27.45,10.02,-37407359.07,465889244.35,503296603.42,969185847.77,2032797026.0,-1.84019154847,47.677453054774,3.193,65093252310.9,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,5.86520947,6.66666667,11.54826958,5.06375228
804,600186,莲花控股,2025-01-20,上海资金买入，成功率50.13%,5.12,10.1075,27348015.55,164841585.0,137493569.45,302335154.45,1007689865.0,2.713931785947,30.00279797892,11.2695,9147957457.92,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,0.0,0.78125,-1.7578125,45.703125
805,600186,莲花控股,2025-01-03,普通席位卖出，成功率26.36%,5.64,-10.0478,-13898687.78,198528740.22,212427428.0,410956168.22,2588265029.0,-0.536988585955,15.877669543709,23.874,10077046887.24,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-9.92907801,-10.63829787,-20.39007092,-17.55319149
806,600186,莲花控股,2025-01-02,西藏自治区资金买入，成功率35.99%,6.27,10.0,-387434297.25,193331547.3,580765844.55,774097391.85,3120894527.0,-12.414206692926,24.80370243701,28.8153,11202674465.07,有价格涨跌幅限制的日换手率达到20%的前五只证券,-10.04784689,-18.97926635,-21.37161085,-26.15629984
807,600190,ST锦港,2025-01-27,广东资金卖出，成功率42.79%,1.4,-4.7619,-15665411.0,9005568.0,24670979.0,33676547.0,80388247.0,-19.487190708363,41.892376381836,0.2165,2514004652.94,ST、*ST证券连续三个交易日内收盘价格跌幅偏离值累计达到12%的证券,-5.0,-1.42857143,-0.71428571,-2.14285714
808,600191,华资实业,2025-01-13,普通席位买入，成功率45.70%,7.35,10.0299,13617577.75,30890121.75,17272544.0,48162665.75,234018382.0,5.819020554548,20.580719060779,6.9014,3564250200.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,4.21768707,1.49659864,5.85034014,12.78911565
809,600191,华资实业,2025-01-06,买一主买，成功率45.71%,7.54,10.073,41996488.0,58985398.0,16988910.0,75974308.0,234715914.0,17.892475752624,32.368622436057,6.7226,3656387280.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,4.37665782,-2.65251989,-2.5198939,3.18302387
810,600191,华资实业,2025-01-02,普通席位买入，成功率63.42%,7.61,9.9711,16270800.66,64846897.64,48576096.98,113422994.62,600232284.0,2.710750669986,18.896516839138,9.5848,3690332520.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-9.9868594,-0.91984231,-2.49671485,-3.67936925
811,600202,哈空调,2025-01-17,普通席位卖出，成功率33.79%,4.66,-10.0386,-5879931.13,83814514.26,89694445.39,173508959.65,1279601607.0,-0.459512640328,13.559607826438,15.7783,1786367531.52,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,0.21459227,-1.93133047,-4.50643777,2.5751073
812,600202,哈空调,2025-01-17,卖一主卖，成功率37.22%,4.66,-10.0386,-22473727.0,16792871.0,39266598.0,56059469.0,287310553.0,-7.822102865814,19.511802965344,15.7783,1786367531.52,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,0.21459227,-1.93133047,-4.50643777,2.5751073
813,600202,哈空调,2025-01-15,普通席位卖出，成功率32.80%,5.3,-10.017,-12227967.63,36667610.26,48895577.89,85563188.15,578740345.0,-2.112859028344,14.784382821972,26.6162,2031705561.6,有价格涨跌幅限制的日换手率达到20%的前五只证券,-2.26415094,-12.0754717,-16.22641509,-13.39622642
814,600202,哈空调,2025-01-15,普通席位卖出，成功率32.80%,5.3,-10.017,-12227967.63,36667610.26,48895577.89,85563188.15,578740345.0,-2.112859028344,14.784382821972,26.6162,2031705561.6,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-2.26415094,-12.0754717,-16.22641509,-13.39622642
815,600202,哈空调,2025-01-15,普通席位卖出，成功率32.80%,5.3,-10.017,-12227967.63,36667610.26,48895577.89,85563188.15,578740345.0,-2.112859028344,14.784382821972,26.6162,2031705561.6,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-2.26415094,-12.0754717,-16.22641509,-13.39622642
816,600202,哈空调,2025-01-14,买一主买，成功率37.50%,5.89,10.0935,-85408392.42,45935785.12,131344177.54,177279962.66,518729814.0,-16.464909113553,34.175780507577,23.4418,2257876558.08,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-10.01697793,-12.05432937,-22.41086587,-22.92020374
817,600202,哈空调,2025-01-13,浙江资金买入，成功率57.94%,5.35,10.0823,35218028.15,69023025.0,33804996.85,102828021.85,135704885.0,25.951923654038,75.77326479441,6.6169,2050872595.2,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,10.09345794,-0.93457944,-12.71028037,-16.63551402
818,600202,哈空调,2025-01-13,买一主买，成功率45.01%,5.35,10.0823,32373323.56,126464801.25,94091477.69,220556278.94,375279188.0,8.626463868814,58.771252441529,6.6169,2050872595.2,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.09345794,-0.93457944,-12.71028037,-16.63551402
819,600215,派斯林,2025-01-09,普通席位买入，成功率51.49%,7.9,10.0279,25235630.67,81637662.8,56402032.13,138039694.93,521031168.0,4.843401358669,26.493558045648,8.0578,3609374752.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-3.92405063,-4.43037975,2.02531646,2.15189873
820,600222,太龙药业,2025-01-06,普通席位买入，成功率43.67%,5.45,10.101,8475329.0,35514577.0,27039248.0,62553825.0,270329685.0,3.135182508721,23.139828317412,8.8511,3127680242.35,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-0.73394495,-0.91743119,-9.72477064,-3.66972477
821,600228,返利科技,2025-01-22,普通席位买入，成功率39.40%,5.07,2.6316,9626478.5,46532946.5,36906468.0,83439414.5,346413173.0,2.778900818532,24.086674815914,17.2715,2112513650.13,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-8.08678501,-9.86193294,-1.18343195,7.10059172
822,600228,返利科技,2025-01-21,卖一主卖，成功率41.33%,4.94,-10.0182,-6977740.7,20894131.3,27871872.0,48766003.3,237788420.0,-2.934432509371,20.508148924998,1.4587,2058346633.46,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2.63157895,-5.66801619,-0.4048583,9.51417004
823,600228,返利科技,2025-01-21,普通席位卖出，成功率28.24%,4.94,-10.0182,7410.0,3303872.0,3296462.0,6600334.0,30024332.0,0.024679982889,21.983283424924,1.4587,2058346633.46,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2.63157895,-5.66801619,-0.4048583,9.51417004
824,600237,铜峰电子,2025-01-07,普通席位买入，成功率55.90%,6.66,10.0826,7632406.0,22119277.0,14486871.0,36606148.0,136588483.0,5.587884009225,26.800318149811,3.5132,4025864625.48,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,1.05105105,1.2012012,-0.6006006,2.55255255
825,600238,海南椰岛,2025-01-20,普通席位卖出，成功率44.59%,6.36,-10.0424,3194628.0,10001100.0,6806472.0,16807572.0,82218264.0,3.885545430636,20.442625740675,2.905,2830210048.8,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-1.41509434,-10.6918239,-15.88050314,-5.97484277
826,600241,时代万恒,2025-01-09,买一主买，成功率38.95%,7.12,10.0464,11306064.0,33886456.0,22580392.0,56466848.0,64578291.0,17.507530510524,87.43936565308,3.1179,2095431058.8,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-2.9494382,-4.7752809,-0.84269663,-4.7752809
827,600243,青海华鼎,2025-01-22,上海资金卖出，成功率38.67%,2.99,-1.3201,19232505.99,42918314.51,23685808.52,66604123.03,266784998.0,7.208990810645,24.965467897112,20.973,1312161500.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,-6.35451505,-3.67892977,3.01003344,6.02006689
828,600243,青海华鼎,2025-01-21,上海资金卖出，成功率41.44%,3.03,-10.089,-15913622.0,10069473.0,25983095.0,36052568.0,81210856.0,-19.595436846522,44.393779078009,0.9449,1329715500.0,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,-1.32013201,-7.59075908,-1.98019802,6.27062706
829,600243,青海华鼎,2025-01-21,卖一主卖，成功率38.35%,3.03,-10.089,-2669733.0,1436523.0,4106256.0,5542779.0,12565107.0,-21.24719670115,44.112469555572,0.9449,1329715500.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-1.32013201,-7.59075908,-1.98019802,6.27062706
830,600246,万通发展,2025-01-27,浙江资金卖出，成功率43.33%,5.47,-10.0329,1831060.62,19015361.0,17184300.38,36199661.38,71240186.0,2.570263671125,50.813541362736,0.6701,10631733095.72,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-4.57038391,-2.55941499,2.37659963,3.10786106
831,600246,万通发展,2025-01-02,买一主买，成功率39.22%,7.94,6.5772,-106199978.26,242744977.0,348944955.26,591689932.26,2735101544.0,-3.882853215924,21.633197990692,11.0325,15779812778.28,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-9.94962217,-17.38035264,-13.47607053,-17.7581864
832,600255,鑫科材料,2025-01-27,卖一主卖，成功率36.80%,3.99,-2.6829,-174034558.0,203329286.0,377363844.0,580693130.0,2307355185.0,-7.542599385278,25.167045532264,32.105,7206526350.45,有价格涨跌幅限制的日换手率达到20%的前五只证券,-2.00501253,0.0,5.76441103,-4.01002506
833,600255,鑫科材料,2025-01-24,买一主买，成功率47.47%,4.1,9.9196,294500247.7,405855829.0,111355581.3,517211410.3,2299474272.0,12.807286051688,22.492593920181,31.6223,7405202515.5,有价格涨跌幅限制的日换手率达到20%的前五只证券,-2.68292683,-4.63414634,-2.68292683,-4.3902439
834,600255,鑫科材料,2025-01-22,普通席位买入，成功率38.32%,3.86,1.3123,-33044553.26,143623826.94,176668380.2,320292207.14,1952974141.0,-1.69201181758,16.400227756011,27.3851,6971727246.3,有价格涨跌幅限制的日换手率达到20%的前五只证券,-3.36787565,6.21761658,3.36787565,1.8134715
835,600255,鑫科材料,2025-01-21,西藏自治区资金买入，成功率36.47%,3.81,4.6703,-41976058.55,180616365.13,222592423.68,403208788.81,2310648783.0,-1.816635174451,17.450024935702,33.8762,6881419898.55,有价格涨跌幅限制的日换手率达到20%的前五只证券,1.31233596,-2.09973753,2.62467192,8.92388451
836,600255,鑫科材料,2025-01-09,卖一主卖，成功率35.84%,3.82,-4.5,-54676623.0,173871177.0,228547800.0,402418977.0,1867610893.0,-2.927623907364,21.547260112281,26.7141,6899481368.1,有价格涨跌幅限制的日换手率达到20%的前五只证券,-9.68586387,-14.39790576,-9.42408377,-2.35602094
837,600255,鑫科材料,2025-01-08,买一主买，成功率38.90%,4.0,4.712,-15228793.6,254016111.0,269244904.6,523261015.6,2953767895.0,-0.515571776164,17.715034972306,42.0656,7224587820.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,-4.5,-13.75,-17.0,-3.5
838,600255,鑫科材料,2025-01-07,买一主买，成功率46.21%,3.82,10.0865,6411674.0,174976024.0,168564350.0,343540374.0,2167675335.0,0.29578571553,15.848331549152,31.7395,6899481368.1,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,4.71204188,0.0,-9.42408377,-0.2617801
839,600255,鑫科材料,2025-01-07,买一主买，成功率46.21%,3.82,10.0865,6411674.0,174976024.0,168564350.0,343540374.0,2167675335.0,0.29578571553,15.848331549152,31.7395,6899481368.1,有价格涨跌幅限制的日换手率达到20%的前五只证券,4.71204188,0.0,-9.42408377,-0.2617801
840,600255,鑫科材料,2025-01-03,卖一主卖，成功率39.34%,3.59,-4.5213,-135571481.18,165982537.44,301554018.62,467536556.06,1791739945.0,-7.566470879791,26.093996361732,27.4521,6484067568.45,有价格涨跌幅限制的日换手率达到20%的前五只证券,-3.34261838,6.40668524,-3.89972145,-7.7994429
841,600255,鑫科材料,2025-01-02,买一主买，成功率37.05%,3.76,9.9415,203346768.3,337327586.8,133980818.5,471308405.3,2546274002.0,7.98605209574,18.509728526066,38.452,6791112550.8,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-4.5212766,-7.71276596,1.59574468,-7.9787234
842,600255,鑫科材料,2025-01-02,买一主买，成功率37.05%,3.76,9.9415,203346768.3,337327586.8,133980818.5,471308405.3,2546274002.0,7.98605209574,18.509728526066,38.452,6791112550.8,有价格涨跌幅限制的日换手率达到20%的前五只证券,-4.5212766,-7.71276596,1.59574468,-7.9787234
843,600272,开开实业,2025-01-02,普通席位买入，成功率60.51%,16.56,8.8042,3621515.16000001,126295408.98,122673893.82,248969302.8,1623819021.0,0.223024555887,15.332330732687,25.3695,2693120000.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-10.02415459,-11.47342995,-15.57971014,-14.91545894
844,600272,开开实业,2025-01-02,买一主买，成功率44.28%,16.56,8.8042,-11200513.03,55181713.97,66382227.0,121563940.97,648420979.0,-1.727352043309,18.74768783044,25.3695,2693120000.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,-10.02415459,-11.47342995,-15.57971014,-14.91545894
845,600289,*ST信通,2025-01-24,买一主买，成功率53.33%,2.77,4.9242,3018717.32,10903147.0,7884429.68,18787576.68,23954892.0,12.601673679013,78.428976761824,0.3912,1567605834.68,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,5.05415162,10.46931408,18.77256318,51.26353791
846,600289,*ST信通,2025-01-21,普通席位买入，成功率50.90%,2.39,4.8246,-2067566.0,6228778.0,8296344.0,14525122.0,48360851.0,-4.27528870408,30.034876764265,0.0561,1352555214.76,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,5.0209205,10.46025105,28.0334728,51.46443515
847,600289,*ST信通,2025-01-16,普通席位买入，成功率45.42%,2.07,5.0761,756972.5,9297501.0,8540528.5,17838029.5,57834127.0,1.3088682051,30.843431768236,0.1324,1171459955.88,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,4.83091787,10.14492754,27.53623188,51.20772947
848,600300,维维股份,2025-01-27,普通席位买入，成功率24.42%,3.29,10.0334,14635894.0,36111369.0,21475475.0,57586844.0,101375099.0,14.437365925532,56.805709260023,1.9054,5320397772.2,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,0.30395137,0.60790274,3.64741641,-1.82370821
849,600358,国旅联合,2025-01-21,卖一主卖，成功率39.58%,4.16,-5.0228,-867126.420000002,86688088.78,87555215.2,174243303.98,602066476.0,-0.144025029555,28.94087462528,29.0651,2100536505.6,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-8.41346154,-14.18269231,-17.78846154,-11.53846154
850,600358,国旅联合,2025-01-20,普通席位卖出，成功率34.14%,4.38,-7.9832,-10584012.6,82486895.4,93070908.0,175557803.4,754556851.0,-1.402679279364,23.26634542743,29.8325,2211622570.8,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-5.02283105,-13.01369863,-22.83105023,-15.98173516
851,600358,国旅联合,2025-01-20,普通席位卖出，成功率34.14%,4.38,-7.9832,-10584012.6,82486895.4,93070908.0,175557803.4,754556851.0,-1.402679279364,23.26634542743,29.8325,2211622570.8,有价格涨跌幅限制的日换手率达到20%的前五只证券,-5.02283105,-13.01369863,-22.83105023,-15.98173516
852,600358,国旅联合,2025-01-16,普通席位买入，成功率51.95%,4.33,9.8985,37964896.0,56710237.0,18745341.0,75455578.0,100050702.0,37.945656793093,75.417339900324,2.3878,2186375737.8,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.93071594,1.15473441,-17.55196305,-19.63048499
853,600358,国旅联合,2025-01-15,普通席位买入，成功率42.22%,3.94,10.0559,23740157.0,33368305.0,9628148.0,42996453.0,47845191.0,49.618689995406,89.865777733022,2.4051,1989450440.4,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,9.89847716,20.81218274,-3.29949239,-12.18274112
854,600358,国旅联合,2025-01-14,买一主买，成功率33.65%,3.58,10.1538,14526699.0,23691551.0,9164852.0,32856403.0,53490220.0,27.157672935352,61.42506611489,3.0519,1807673242.8,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,10.05586592,20.94972067,16.20111732,-4.46927374
855,600367,红星发展,2025-01-17,普通席位卖出，成功率42.90%,13.9,-3.9392,22996782.01,92128343.04,69131561.03,161259904.07,1117996888.0,2.056962971618,14.424002946777,23.9696,4475427229.8,有价格涨跌幅限制的日换手率达到20%的前五只证券,-2.51798561,-2.01438849,-5.17985612,-3.45323741
856,600367,红星发展,2025-01-16,1家机构买入，成功率46.75%,14.47,10.038,-14571062.14,125519144.76,140090206.9,265609351.66,1296762247.0,-1.123649471883,20.482501883015,19.6641,4658951943.54,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-3.93918452,-6.35798203,-9.46786455,-7.39460954
857,600367,红星发展,2025-01-15,广东资金买入，成功率51.68%,13.15,10.0418,60811998.47,87897438.52,27085440.05,114982878.57,387021579.0,15.7128185532,29.709681529153,9.2232,4233947343.3,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,10.03802281,5.70342205,2.12927757,2.81368821
858,600381,ST春天,2025-01-07,普通席位买入，成功率42.51%,4.0,4.9869,-15725409.99,22303399.0,38028808.99,60332207.99,205911529.0,-7.636974027812,29.300063130511,3.8651,2348242964.0,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,-1.25,3.75,13.5,2.25
859,600397,安源煤业,2025-01-10,普通席位卖出，成功率38.98%,4.12,-8.6475,25349451.3,101886767.92,76537316.62,178424084.54,840667847.0,3.015394414151,21.224088107654,18.51,4078634713.84,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-0.48543689,1.45631068,14.5631068,3.88349515
860,600397,安源煤业,2025-01-06,普通席位买入，成功率44.26%,4.41,5.5024,-25624653.9,79858220.1,105482874.0,185341094.1,969090975.0,-2.644194875512,19.125252311838,22.0676,4365723079.62,有价格涨跌幅限制的日换手率达到20%的前五只证券,-3.17460317,-7.02947846,-7.02947846,3.40136054
861,600397,安源煤业,2025-01-03,普通席位买入，成功率51.63%,4.18,10.0,1672429.0,104704462.0,103032033.0,207736495.0,805958947.0,0.207507963802,25.775071518624,20.955,4138032306.76,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,5.50239234,2.15311005,-1.4354067,12.91866029
862,600398,海澜之家,2025-01-02,3家机构买入，成功率45.27%,7.59,1.2,362122482.66,1003531510.43,641409027.77,1644940538.2,5162397558.0,7.014618277487,31.863887267862,4.9338,36453026546.64,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-1.44927536,3.82081686,1.71277997,3.42555995
863,600405,动力源,2025-01-08,普通席位卖出，成功率44.43%,6.17,-2.2187,-22141158.15,75061608.11,97202766.26,172264374.37,954535931.0,-2.319573043919,18.04692403664,27.7499,3413709514.16,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-3.72771475,-11.18314425,-14.10048622,-16.85575365
864,600405,动力源,2025-01-08,普通席位卖出，成功率44.43%,6.17,-2.2187,-22141158.15,75061608.11,97202766.26,172264374.37,954535931.0,-2.319573043919,18.04692403664,27.7499,3413709514.16,有价格涨跌幅限制的日换手率达到20%的前五只证券,-3.72771475,-11.18314425,-14.10048622,-16.85575365
865,600405,动力源,2025-01-07,普通席位买入，成功率52.87%,6.31,9.9303,11674661.24,115009890.15,103335228.91,218345119.06,1415093971.0,0.825009609203,15.429725766247,26.166,3491168076.88,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-2.21870048,-5.8637084,-13.47068146,-18.54199683
866,600405,动力源,2025-01-06,普通席位买入，成功率54.21%,5.74,9.9617,64708691.2,98527688.0,33818996.8,132346684.8,542719006.0,11.923056035373,24.385857752695,17.533,3175801071.52,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,9.93031359,7.4912892,-10.97560976,-7.66550523
867,600410,华胜天成,2025-01-27,西藏自治区资金买入，成功率41.98%,9.0,2.1566,-138966502.97,149673603.05,288640106.02,438313709.07,3052349026.0,-4.552772366013,14.359881695587,30.9768,9868452147.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,2.77777778,0.22222222,6.22222222,19.77777778
868,600410,华胜天成,2025-01-24,买一主买，成功率41.43%,8.81,9.9875,117840067.5,600116687.92,482276620.42,1082393308.34,6632363689.0,1.776743149587,16.319872659203,27.1911,9660118157.23,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2.15664018,4.99432463,13.84790011,11.23723042
869,600410,华胜天成,2025-01-23,西藏自治区资金买入，成功率33.47%,8.01,0.8816,-39396649.62,205749062.74,245145712.36,450894775.1,2807154649.0,-1.403437093643,16.062341818632,30.9507,8782922410.83,有价格涨跌幅限制的日换手率达到20%的前五只证券,9.98751561,12.35955056,19.60049938,18.72659176
870,600410,华胜天成,2025-01-14,买一主买，成功率46.20%,7.43,10.0741,37367480.7,171148023.0,133780542.3,304928565.3,1071206285.0,3.488355251762,28.465905173437,13.6169,8146955494.69,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,3.23014805,4.44145357,-2.82637954,24.49528937
871,600423,柳化股份,2025-01-22,卖一主卖，成功率34.84%,3.12,-10.0865,-99089463.26,74999526.29,174088989.55,249088515.84,1429424009.0,-6.932125292153,17.425796283795,12.4569,2491928481.12,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,-2.88461538,-1.92307692,-0.32051282,1.6025641
872,600423,柳化股份,2025-01-22,普通席位卖出，成功率41.65%,3.12,-10.0865,-802337.109999999,20486812.29,21289149.4,41775961.69,316333960.0,-0.253636097117,13.206284171956,12.4569,2491928481.12,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-2.88461538,-1.92307692,-0.32051282,1.6025641
873,600423,柳化股份,2025-01-20,卖一主卖，成功率35.46%,3.85,-10.0467,-133250392.67,39768958.88,173019351.55,212788310.43,702738284.0,-18.961595761019,30.279880187942,21.8556,3074975850.1,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-9.87012987,-18.96103896,-21.55844156,-17.92207792
874,600423,柳化股份,2025-01-20,卖一主卖，成功率35.46%,3.85,-10.0467,-133250392.67,39768958.88,173019351.55,212788310.43,702738284.0,-18.961595761019,30.279880187942,21.8556,3074975850.1,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-9.87012987,-18.96103896,-21.55844156,-17.92207792
875,600423,柳化股份,2025-01-17,买一主买，成功率33.41%,4.28,10.0257,115747780.73,158080223.5,42332442.77,200412666.27,564175247.0,20.516281305408,35.523122883482,18.6139,3418414711.28,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-10.04672897,-18.92523364,-28.5046729,-25.46728972
876,600423,柳化股份,2025-01-17,买一主买，成功率33.41%,4.28,10.0257,115747780.73,158080223.5,42332442.77,200412666.27,564175247.0,20.516281305408,35.523122883482,18.6139,3418414711.28,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-10.04672897,-18.92523364,-28.5046729,-25.46728972
877,600423,柳化股份,2025-01-16,普通席位买入，成功率38.51%,3.89,4.2895,-28166249.58,70201707.92,98367957.5,168569665.42,840268924.0,-3.352051798598,20.061394704156,26.221,3106923651.14,有价格涨跌幅限制的日换手率达到20%的前五只证券,10.02570694,-1.02827763,-22.10796915,-20.5655527
878,600423,柳化股份,2025-01-15,普通席位买入，成功率43.39%,3.73,10.0295,-35643446.22,100737796.36,136381242.58,237119038.94,567250873.0,-6.283541888881,41.801440989585,17.4712,2979132446.98,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,4.28954424,14.74530831,-16.3538874,-16.62198391
879,600446,金证股份,2025-01-23,普通席位卖出，成功率33.68%,15.8,-9.9715,-75662761.91,118596391.0,194259152.91,312855543.91,792348531.0,-9.54917677635,39.484586854115,5.2944,14951145079.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-7.84810127,-8.5443038,1.4556962,8.10126582
880,600462,*ST九有,2025-01-02,浙江资金卖出，成功率31.94%,1.48,-1.9868,-88588.0,7772881.0,7861469.0,15634350.0,79733414.0,-0.111105238765,19.608278657176,4.5375,888688200.0,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,1.35135135,-3.37837838,0.67567568,-2.7027027
881,600481,双良节能,2025-01-15,1家机构买入，成功率43.07%,5.6,6.6667,-5372116.0,129910686.5,135282802.5,265193489.0,847510898.0,-0.63386984317,31.290864769505,8.2867,10493095816.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,0.0,-3.21428571,-3.39285714,1.42857143
882,600490,鹏欣资源,2025-01-16,买一主买，成功率44.30%,3.37,10.1307,27012092.0,65182344.0,38170252.0,103352596.0,270779206.0,9.975689196755,38.168586697163,4.1955,6715134070.82,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,0.0,-1.78041543,-6.23145401,2.67062315
883,600505,西昌电力,2025-01-02,卖一主卖，成功率48.80%,10.89,-10.0,-29375695.15,25378509.29,54754204.44,80132713.73,286626494.0,-10.248771751714,27.957190073992,7.0735,3970140075.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-9.73370064,-12.30486685,-11.57024793,-9.45821855
884,600507,方大特钢,2025-01-13,普通席位买入，成功率42.45%,4.14,10.1064,-3083166.0,25580716.0,28663882.0,54244598.0,217001875.0,-1.420801548374,24.99729460863,2.2882,9576597864.6,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2.89855072,2.65700483,1.69082126,0.0
885,600530,交大昂立,2025-01-08,西藏自治区资金卖出，成功率34.49%,4.52,-4.4397,5545944.07,56615223.0,51069278.93,107684501.93,827905359.0,0.669876575832,13.006861322902,11.2992,3502638400.0,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,-4.42477876,5.08849558,6.19469027,0.22123894
